,author,co-author,doi,co-author_list,title
448,"Piefke, M","['Fink, GR']",['10.1007/s00429-005-0038-0'],"{'Fink, GR'}","[""Recollections of one's own past: the effects of aging and gender on the neural mechanisms of episodic autobiographical memory""]"
449,"Kourtzi, Z","['Huberle, E', 'Welchman, AE']","['10.1016/j.neuroimage.2005.06.017', '10.1038/nn1461']","{'Huberle, E', 'Welchman, AE'}","['Spatiotemporal characteristics of form analysis in the human visual cortex revealed by rapid event-related fMRI adaptation', '3D shape perception from combined depth cues in human visual cortex']"
450,"Schon, K","['Stern, CE', 'Stern, CE']","['10.1523/JNEUROSCI.1982-05.2005', '10.1523/JNEUROSCI.3807-04.2004']","{'Stern, CE'}","['Scopolamine reduces persistent activity related to long-term encoding in the parahippocampal gyrus during delayed matching in humans', 'Persistence of parahippocampal representation in the absence of stimulus input enhances long-term encoding: A functional magnetic resonance imaging study of subsequent memory after a delayed match-to-sample task']"
451,"Khader, P","['Rosler, F']",['10.1016/j.neuroimage.2005.05.006'],"{'Rosler, F'}",['Content-specific activation during associative long-term memory retrieval']
452,"Astur, R","['Constable, RT']",['10.1007/s10484-005-6385-z'],"{'Constable, RT'}",['FMRI hippocampal activity during a virtual radial arm maze']
453,"Raz, N","['Zohary, E']",['10.1093/cercor/bhi026'],"{'Zohary, E'}",['V1 activation in congenitally blind humans is associated with episodic retrieval']
454,"Gourtzelidis, P","['Georgopoulos, AP']",['10.1007/s00221-005-2298-6'],"{'Georgopoulos, AP'}",['Mental maze solving: directional fMRI tuning and population coding in the superior parietal lobule']
455,"Stern, CE","['Hasselmo, ME', 'Rosen, BR', 'Schon, K', 'Schon, K']","['10.1016/j.neuron.2005.08.013', '10.1073/pnas.93.16.8660', '10.1523/JNEUROSCI.1982-05.2005', '10.1523/JNEUROSCI.3807-04.2004']","{'Rosen, BR', 'Schon, K', 'Hasselmo, ME'}","['Less is more: How reduced activity reflects stronger recognition', 'The hippocampal formation participates in novel picture encoding: Evidence from functional magnetic resonance imaging', 'Scopolamine reduces persistent activity related to long-term encoding in the parahippocampal gyrus during delayed matching in humans', 'Persistence of parahippocampal representation in the absence of stimulus input enhances long-term encoding: A functional magnetic resonance imaging study of subsequent memory after a delayed match-to-sample task']"
456,"Bosshardt, S","['Henke, K']",['10.1016/S0010-9452(08)70189-8'],"{'Henke, K'}",['Effects of memory consolidation on human hippocampal activity during retrieval']
457,"Donohue, SE","['Bunge, SA']",['10.1016/j.neuroimage.2005.03.019'],"{'Bunge, SA'}",['Retrieving rules for behavior from long-term memory']
458,"Umeda, S","['Suhara, T']",['10.1016/j.neuroimage.2005.03.004'],"{'Suhara, T'}",['Functional network in the prefrontal cortex during episodic memory retrieval']
459,"Henson, R",[],['10.1080/02724990444000113'],set(),['A mini-review of fMRI studies of human medial temporal lobe activity associated with recognition memory']
460,"Law, JR","['Stark, CEL']",['10.1523/JNEUROSCI.4935-04.2005'],"{'Stark, CEL'}",['Functional magnetic resonance imaging activity during the gradual acquisition and expression of paired-associate memory']
461,"Welchman, AE","['Kourtzi, Z']",['10.1038/nn1461'],"{'Kourtzi, Z'}",['3D shape perception from combined depth cues in human visual cortex']
462,"Eldridge, LL","['Knowlton, BJ']",['10.1523/JNEUROSCI.3420-04.2005'],"{'Knowlton, BJ'}",['A dissociation of encoding and retrieval processes in the human hippocampus']
463,"Wolbers, T","['Buchel, C', 'Buchel, C']","['10.1523/JNEUROSCI.4705-04.2005', '10.1016/j.cogbrainres.2004.06.013']","{'Buchel, C'}","['Dissociable retrosplenial and hippocampal contributions to successful formation of survey representations', 'Neural foundations of emerging route knowledge in complex spatial environments']"
464,"Zarahn, E","['Stern, Y']",['10.1093/cercor/bhh132'],"{'Stern, Y'}",['Positive evidence against human hippocampal involvement in working memory maintenance of familiar stimuli']
465,"Sugiura, M","['Fink, GR']",['10.1162/0898929053124956'],"{'Fink, GR'}",['Cortical representations of personally familiar objects and places: Functional organization of the human posterior cingulate cortex']
466,"Petrella, JR","['Doraiswamy, PM']",['10.1176/appi.neuropsych.17.1.75'],"{'Doraiswamy, PM'}",['Increasing memory load modulates regional brain activity in older adults as measured by fMRI']
467,"Schott, BH","['Duzel, E', 'Duzel, E']","['10.1073/pnas.0409070102', '10.1101/lm.75004']","{'Duzel, E'}","['Redefining implicit and explicit memory: The functional neuroanatomy of priming, remembering, and control of retrieval', 'Activation of midbrain structures by associative novelty and the formation of explicit memory in humans']"
468,"Meltzer, JA","['Constable, RT']",['10.1016/j.neuroimage.2004.09.001'],"{'Constable, RT'}",['Activation of human hippocampal formation reflects success in both encoding and cued recall of paired associates']
469,"Brozinsky, CJ","['Ranganath, C']",['10.1002/hipo.20087'],"{'Ranganath, C'}",['Lag-sensitive repetition suppression effects in the anterior parahippocampal gyrus']
470,"Kohler, S","['Menon, RS', 'Milner, B']","['10.1002/hipo.20098', '10.1002/hipo.10077']","{'Menon, RS', 'Milner, B'}","['Novelty responses to relational and non-relational information in the hippocampus and the parahippocampal region: A comparison based on event-related fMRI', 'Differential contributions of the parahippocampal place area and the anterior hippocampus to human memory for scenes']"
471,"Northoff, G","['Boeker, H']",['10.1016/j.schres.2004.04.009'],"{'Boeker, H'}",['NMDA hypofunction in the posterior cingulate as a model for schizophrenia: an exploratory ketamine administration study in MRI']
472,"Weis, S","['Fernandez, G']",[nan],"{'Fernandez, G'}",['Process dissociation between contextual retrieval and item recognition']
473,"Meulenbroek, O","['Fernandez, G']",['10.1016/j.neuroimage.2004.04.007'],"{'Fernandez, G'}",['Age differences in neural correlates of route encoding and route recognition']
474,"Zacks, JM","['Ojemann, JG']",['10.1212/01.WNL.0000129844.11712.D8'],"{'Ojemann, JG'}",['Functional reorganization of spatial transformations after a parietal lesion']
475,"Mayes, AR","['Roberts, N']",['10.1037/0894-4105.18.3.426'],"{'Roberts, N'}",['Recalling spatial information as a component of recently and remotely acquired episodic or semantic memories: an fMRI study']
476,"Parslow, DM","['Morris, RG']",['10.1037/0894-4105.18.3.450'],"{'Morris, RG'}",['Allocentric spatial memory activation of the hippocampal formation measured with fMRI']
477,"Slotnick, SD","['Schacter, DL']",['10.1038/nn1252'],"{'Schacter, DL'}",['A sensory signature that distinguishes true from false memories']
478,"Janzen, G","['van Turennout, M']",['10.1038/nn1257'],"{'van Turennout, M'}",['Selective neural representation of objects relevant for navigation']
479,"Gottfried, JA","['Dolan, RJ']",['10.1016/S0896-6273(04)00270-3'],"{'Dolan, RJ'}",['Remembrance of odors past: Human olfactory cortex in cross-modal recognition memory']
480,"Pihlajamaki, M","['Aronen, HJ', 'Soininen, H']","['10.1111/j.1460-9568.2004.03282.x', '10.1002/hipo.10049']","{'Soininen, H', 'Aronen, HJ'}","['Visual presentation of novel objects and new spatial arrangements of objects differentially activates the medial temporal lobe subareas in humans', 'Encoding of novel picture pairs activates the perirhinal cortex: An fMRI study']"
481,"Duzel, E","['Heinze, HJ', 'Heinze, HJ', 'Schott, BH', 'Schott, BH']","['10.1111/j.1460-9568.2004.03253.x', nan, '10.1073/pnas.0409070102', '10.1101/lm.75004']","{'Heinze, HJ', 'Schott, BH'}","['Four types of novelty-familiarity responses in associative recognition memory of humans', 'Human hippocampal and parahippocampal activity during visual associative recognition memory for spatial and nonspatial stimulus configurations', 'Redefining implicit and explicit memory: The functional neuroanatomy of priming, remembering, and control of retrieval', 'Activation of midbrain structures by associative novelty and the formation of explicit memory in humans']"
482,"Bremmer, F","['Duhamel, JR']",['10.1080/13506280344000275'],"{'Duhamel, JR'}",['Multisensory self-motion encoding in parietal cortex']
483,"Jordan, K","['Jancke, L']",['10.1097/00001756-200401190-00026'],"{'Jancke, L'}",['Different cortical activations for subjects using allocentric or egocentric strategies in a virtual navigation task']
484,"Heckers, S","['Titone, D']",['10.1002/hipo.10189'],"{'Titone, D'}",['Hippocampal activation during transitive inference in humans']
485,"Kirwan, CB","['Stark, CEL']",['10.1002/hipo.20014'],"{'Stark, CEL'}",['Medial temporal lobe activation during encoding and retrieval of novel face-name pairs']
486,"Wig, GS","['Kelley, WM']",['10.1162/089892904322755629'],"{'Kelley, WM'}",['Separable routes to human memory formation: Dissociating task and material contributions in the prefrontal cortex']
487,"Ranganath, C","[""D'Esposito, M"", 'Brozinsky, CJ']","['10.1016/j.neuropsychologia.2003.07.006', '10.1002/hipo.20087']","{'Brozinsky, CJ', ""D'Esposito, M""}","['Dissociable correlates of recollection and familiarity within the medial temporal lobes', 'Lag-sensitive repetition suppression effects in the anterior parahippocampal gyrus']"
488,"Herz, RS","['Souza, T']",['10.1016/j.neuropsychologia.2003.08.009'],"{'Souza, T'}",['Neuroimaging evidence for the emotional potency of odor-evoked memory']
489,"Lux, S","['Fink, GR']",['10.1016/j.neuroimage.2003.09.009'],"{'Fink, GR'}",['Neural mechanisms associated with attention to temporal synchrony versus spatial orientation: an fMRI study']
490,"Lepage, M","['Bourgouin, P']",['10.1016/S0304-3940(03)00578-0'],"{'Bourgouin, P'}",['Prefrontal cortex contribution to associative recognition memory in humans: an event-related functional magnetic resonance imaging study']
491,"Stark, CEL","['Okado, Y', 'Law, JR', 'Kirwan, CB']","[nan, '10.1523/JNEUROSCI.4935-04.2005', '10.1002/hipo.20014']","{'Okado, Y', 'Law, JR', 'Kirwan, CB'}","['Making memories without trying: Medial temporal lobe activity associated with incidental memory formation during recognition', 'Functional magnetic resonance imaging activity during the gradual acquisition and expression of paired-associate memory', 'Medial temporal lobe activation during encoding and retrieval of novel face-name pairs']"
492,"Casasanto, D",[],['10.1016/S0911-6044(03)00020-4'],set(),"['Hemispheric specialization in prefrontal cortex: effects of verbalizability, imageability and meaning']"
493,"Onitsuka, T","['McCarley, RW']",['10.1001/archpsyc.60.4.349'],"{'McCarley, RW'}",['Fusiform gyrus volume reduction and facial recognition in chronic schizophrenia']
494,"van Turennout, M","['Martin, A', 'Janzen, G']","['10.1093/cercor/13.4.381', '10.1038/nn1257']","{'Martin, A', 'Janzen, G'}","['Modulation of neural activity during object naming: Effects of time and practice', 'Selective neural representation of objects relevant for navigation']"
495,"Kensinger, EA","['Corkin, S']",[nan],"{'Corkin, S'}",['What neural correlates underlie successful encoding and retrieval? A functional magnetic resonance Imaging study using a divided attention paradigm']
496,"Hartley, T","['Burgess, N']",['10.1016/S0896-6273(03)00095-3'],"{'Burgess, N'}",['The well-worn route and the path less traveled: Distinct neural bases of route following and wayfinding in humans']
497,"O'Brien, CE","['Cook, MJ']",['10.1002/hipo.10128'],"{'Cook, MJ'}",['Neuropsychological correlates of hippocampal and rhinal cortex volumes in patients with mesial temporal sclerosis']
498,"Ruff, CC","['Spreer, J']",['10.1016/S0028-3932(03)00016-2'],"{'Spreer, J'}",['Reasoning and working memory: common and distinct neuronal processes']
499,"Otten, LJ","['Rugg, MD']",['10.1038/nn967'],"{'Rugg, MD'}",['State-related and item-related neural correlates of successful memory encoding']
500,"Simons, JS","['Hodges, JR']",['10.1016/S0749-596X(02)00003-7'],"{'Hodges, JR'}","[""Perceptual and semantic contributions to episodic memory: evidence from semantic dementia and Alzheimer's disease""]"
501,"Davachi, L","['Wagner, AD']",['10.1152/jn.2002.88.2.982'],"{'Wagner, AD'}",['Hippocampal contributions to episodic encoding: Insights from relational and item-based learning']
502,"Niki, K","['Luo, J']",['10.1162/089892902317362010'],"{'Luo, J'}",['An fMRI study on the time-limited role of the medial temporal lobe in long-term topographical autobiographic memory']
503,"Pine, DS","['Bilder, RM']",['10.1006/nimg.2001.0988'],"{'Bilder, RM'}",['Neurodevelopmental aspects of spatial navigation: A virtual reality fMRI study']
504,"Raye, CL","['Greene, EJ']",['10.1006/nimg.2001.0983'],"{'Greene, EJ'}",['Neuroimaging a single thought: Dorsolateral PFC activity associated with refreshing just-activated information']
505,"Strange, BA","['Dolan, RJ']",['10.1523/JNEUROSCI.22-02-00523.2002'],"{'Dolan, RJ'}","['Dissociable human perirhinal, hippocampal, and parahippocampal roles during verbal encoding']"
506,"Zorrilla, LTE","['Brown, GG']",['10.1176/appi.ajgp.10.1.52'],"{'Brown, GG'}",['Functional MRI and novel picture-learning among older patients with chronic schizophrenia - Abnormal correlations between recognition memory and medial temporal brain response']
507,"Reber, PJ","['Buxton, RB']",['10.1002/hipo.10018'],"{'Buxton, RB'}",['Encoding activity in the medial temporal lobe examined with anatomically constrained fMRI analysis']
508,"Vaidya, CJ","['Gabrieli, JDE']",['10.1016/S0028-3932(02)00053-2'],"{'Gabrieli, JDE'}",['Evidence for cortical encoding specificity in episodic memory: memory-induced re-activation of picture processing areas']
509,"Haberecht, MF","['Reiss, AL']",['10.1002/hbm.1044'],"{'Reiss, AL'}",['Functional neuroanatomy of visuo-spatial working memory in Turner syndrome']
510,"Dade, LA","['Jones-Gotman, M']",['10.1037/0894-4105.15.4.525'],"{'Jones-Gotman, M'}",['Face learning and memory: The twins test']
511,"Kikyo, H","['Sekihara, K']",['10.1046/j.0953-816x.2001.01711.x'],"{'Sekihara, K'}","[""Temporal characterization of memory retrieval processes: an fMRI study of the 'tip of the tongue' phenomenon""]"
512,"Berthoz, A",[],[nan],set(),['Neural basis of spatial orientation and memory of routes: topokinetic memory or topokinesthesic memory.']
513,"Thai, NJ","['Parker, A']",[nan],"{'Parker, A'}",['An event-related fMRI study of visual object recognition memory in humans']
514,"Thomas, KGF","['Jacobs, WJ']",['10.3758/BF03195344'],"{'Jacobs, WJ'}",['Place learning in virtual space III: Investigation of spatial navigation training procedures and their application to fMRI and clinical neuropsychology']
515,"Jernigan, TL","['Fennema-Notestine, C']",['10.1017/S1355617701711071'],"{'Fennema-Notestine, C'}","['Mesial temporal, diencephalic, and striatal contributions to deficits in single word reading, word priming, and recognition memory']"
516,"Donaldson, DI","['Buckner, RL']",['10.1006/nimg.2000.0664'],"{'Buckner, RL'}",['Dissociating state and item components of recognition memory using fMRI']
517,"Maratos, EJ","['Rugg, MD']",['10.1016/S0028-3932(01)00025-2'],"{'Rugg, MD'}",['Neural activity associated with episodic memory for emotional context']
518,"Buckner, RL","['Wheeler, ME', 'Rosen, BR', 'Donaldson, DI']","['10.1016/S0001-6918(00)00057-3', '10.1006/nimg.1998.0327', '10.1006/nimg.2000.0664']","{'Donaldson, DI', 'Wheeler, ME', 'Rosen, BR'}","['Cognitive neuroscience of episodic memory encoding', 'Functional-anatomic study of episodic retrieval using fMRI I. Retrieval effort versus retrieval success', 'Dissociating state and item components of recognition memory using fMRI']"
519,"McDermott, KB","['Roediger, HL', 'Sanders, AL']","['10.1162/08989290051137503', '10.1162/089892999563698']","{'Roediger, HL', 'Sanders, AL'}","['Retrieval success is accompanied by enhanced activation in anterior prefrontal cortex during recognition memory: An event-related fMRI study', 'Set- and code-specific activation in the frontal cortex: An fMRI study of encoding and retrieval of faces and words']"
520,"Mitchell, KJ","[""D'Esposito, M""]",['10.1016/S0926-6410(00)00029-X'],"{""D'Esposito, M""}",['fMRI evidence of age-related hippocampal dysfunction in feature binding in working memory']
521,"Constable, RT","['Spencer, DD', 'Astur, R', 'Meltzer, JA']","['10.1006/nimg.2000.0583', '10.1007/s10484-005-6385-z', '10.1016/j.neuroimage.2004.09.001']","{'Meltzer, JA', 'Astur, R', 'Spencer, DD'}","['Investigation of the human hippocampal formation using a randomized event-related paradigm and Z-shimmed functional MRI', 'FMRI hippocampal activity during a virtual radial arm maze', 'Activation of human hippocampal formation reflects success in both encoding and cued recall of paired associates']"
522,"Ng, VWK","['Benton, AL']",['10.1002/(SICI)1097-0193(200006)10:2<80::AID-HBM40>3.0.CO;2-2'],"{'Benton, AL'}",['Hemispheric preference in visuospatial processing: A complementary approach with fMRI and lesion studies']
523,"Opitz, B","['Friederici, AD']",['10.1101/lm.7.2.85'],"{'Friederici, AD'}",['Functional asymmetry of human prefrontal cortex: Encoding and retrieval of verbally and nonverbally coded information']
524,"Gonzalo, D","['Dolan, R']",['10.1006/nimg.2000.0540'],"{'Dolan, R'}",['Time-dependent changes in learning audiovisual associations: A single-trial fMRI study']
525,"Leveroni, CL","['Rao, SM']",['10.1523/JNEUROSCI.20-02-00878.2000'],"{'Rao, SM'}",['Neural systems underlying the recognition of familiar and newly learned faces']
526,"Senior, C","['David, AS']",['10.1016/S0960-9822(99)00259-6'],"{'David, AS'}","[""The functional neuroanatomy of implicit-motion perception or 'representational momentum'""]"
527,"Iidaka, T","['Yonekura, Y']",['10.1016/S0926-6410(99)00047-6'],"{'Yonekura, Y'}",['Functional asymmetry of human prefrontal cortex in verbal and non-verbal episodic memory as revealed by fMRI']
528,"Hoffman, EA","['Haxby, JV']",['10.1038/71152'],"{'Haxby, JV'}",['Distinct representations of eye gaze and identity in the distributed human neural system for face perception']
529,"Katanoda, K","['Sugishita, M']",['10.1016/S0028-3932(00)00069-5'],"{'Sugishita, M'}",['Neural substrates for the recognition of newly learned faces: a functional MRI study']
530,"Fink, GR","['Zilles, K', 'Piefke, M', 'Sugiura, M', 'Lux, S']","['10.1016/S0028-3932(00)00078-6', '10.1007/s00429-005-0038-0', '10.1162/0898929053124956', '10.1016/j.neuroimage.2003.09.009']","{'Zilles, K', 'Piefke, M', 'Lux, S', 'Sugiura, M'}","[""'Where' depends on 'what': A differential functional anatomy for position discrimination in one- versus two-dimensions"", ""Recollections of one's own past: the effects of aging and gender on the neural mechanisms of episodic autobiographical memory"", 'Cortical representations of personally familiar objects and places: Functional organization of the human posterior cingulate cortex', 'Neural mechanisms associated with attention to temporal synchrony versus spatial orientation: an fMRI study']"
531,"Canli, T","['Gabrieli, JDE']",[nan],"{'Gabrieli, JDE'}",['fMRI identifies a network of structures correlated with retention of positive and negative emotional memory']
532,"Goldenberg, G","['Arnold, U']",['10.1136/jnnp.67.2.163'],"{'Arnold, U'}",['Basal forebrain amnesia: does the nucleus accumbens contribute to human memory?']
533,"Levy, LM","['Schellinger, D']",['10.1097/00004728-199907000-00001'],"{'Schellinger, D'}",['Odor memory induces brain activation as measured by functional MRI']
534,"Epstein, R","['Kanwisher, N', 'Kanwisher, N']","['10.1016/S0896-6273(00)80758-8', '10.1038/33402']","{'Kanwisher, N'}","['The parahippocampal place area: Recognition, navigation, or encoding?', 'A cortical representation of the local visual environment']"
535,"Rombouts, SARB","['Witter, MP']",['10.1002/(SICI)1098-1063(1999)9:6<637::AID-HIPO4>3.0.CO;2-V'],"{'Witter, MP'}",['Parametric fMRI analysis of visual encoding in the human medial temporal lobe']
536,"Phillips, ML","['David, AS']",['10.1016/S0925-4927(98)00036-5'],"{'David, AS'}",['Investigation of facial recognition memory and happy and sad facial expression perception: an fMRI study']
537,"Nunn, JA","['Morris, RG']",['10.1016/S0028-3932(98)00030-X'],"{'Morris, RG'}",['Selective spatial memory impairment after right unilateral temporal lobectomy']
538,"Mackay, CE","['Mann, D']",['10.1155/1998/285061'],"{'Mann, D'}",['An exploratory study of the relationship between face recognition memory and the volume of medial temporal lobe structures in healthy young males']
539,"Bigler, ED","['Abildskov, TJ']",['10.1037/0894-4105.10.3.333'],"{'Abildskov, TJ'}",['Traumatic brain injury and memory: The role of hippocampal atrophy']
540,"HODGES, JR","['CARPENTER, K']",['10.1136/jnnp.54.7.633'],"{'CARPENTER, K'}",['ANTEROGRADE AMNESIA WITH FORNIX DAMAGE FOLLOWING REMOVAL OF 3RD VENTRICLE COLLOID CYST']
541,"Kirwan, C. Brock","['Nash, Michelle I.', 'Motley, Sarah E.']","['10.1002/hipo.23299', '10.1523/JNEUROSCI.5920-11.2012']","{'Motley, Sarah E.', 'Nash, Michelle I.'}","['Pattern separation beyond the hippocampus: A high-resolution whole-brain investigation of mnemonic discrimination in healthy adults', 'A Parametric Investigation of Pattern Separation Processes in the Medial Temporal Lobe']"
542,"Humphreys, Michael S.","['Baumann, Oliver']",['10.3389/fpsyg.2020.591231'],"{'Baumann, Oliver'}",['Behavioral and Neural Effects of Familiarization on Object-Background Associations']
543,"Arleo, Angelo","['Agathos, Catherine Persephone']",['10.3389/fnagi.2020.588653'],"{'Agathos, Catherine Persephone'}",['Postural Control While Walking Interferes With Spatial Learning in Older Adults Navigating in a Real Environment']
544,"Luo, Jing","['Zhang, Ze']",['10.1155/2020/1049721'],"{'Zhang, Ze'}",['The Function of the Hippocampus in Bridging Functional and Temporal Discontiguity']
545,"Zalesky, Andrew","['Seguin, Caio']",['10.1162/netn_a_00161'],"{'Seguin, Caio'}",['Network communication models improve the behavioral and functional predictive utility of the human structural connectome']
546,"Misic, Bratislav","['Vazquez-Rodriguez, Bertha']",['10.1162/netn_a_00153'],"{'Vazquez-Rodriguez, Bertha'}",['Signal propagation via cortical hierarchies']
547,"Arzy, Shahar","['Monsa, Rotem', 'Peer, Michael']","['10.1162/jocn_a_01615', '10.7554/eLife.47492']","{'Peer, Michael', 'Monsa, Rotem'}","['Processing of Different Temporal Scales in the Human Brain', 'Processing of different spatial scales in the human brain']"
548,"Hallquist, Michael N.","['Dombrovski, Alexandre Y.']",['10.1038/s41467-020-18864-0'],"{'Dombrovski, Alexandre Y.'}",['Differential reinforcement encoding along the hippocampal long axis helps resolve the explore-exploit dilemma']
549,"Huddleston, Daniel E.","['Hackney, Madeleine E.']",['10.3389/fneur.2020.00943'],"{'Hackney, Madeleine E.'}","[""Rationale and Design of the PAIRED Trial: Partnered Dance Aerobic Exercise as a Neuroprotective, Motor, and Cognitive Intervention in Parkinson's Disease""]"
550,"Winlove, Crawford","['Zeman, Adam']",['10.1016/j.cortex.2020.04.003'],"{'Zeman, Adam'}",['Phantasia-The psychological significance of lifelong visual imagery vividness extremes']
551,"Harrison, Neil A.","['Berens, Sam C.']",['10.1038/s41386-020-00811-8'],"{'Berens, Sam C.'}",['Minocycline differentially modulates human spatial memory systems']
552,"Iannotti, Giannina Rita","['Ptak, Radek']",['10.1523/JNEUROSCI.0625-20.2020'],"{'Ptak, Radek'}",['Discrete Patterns of Cross-Hemispheric Functional Connectivity Underlie Impairments of Spatial Cognition after Stroke']
553,"Severac Cauquil, Alexandra","['Aedo-Jury, Felipe']",['10.3389/fnint.2020.00043'],"{'Aedo-Jury, Felipe'}",['Antero-Posterior vs. Lateral Vestibular Input Processing in Human Visual Cortex']
554,"Rodriguez-Fornells, Antoni","['Miro, Julia']",['10.1007/s11682-019-00113-8'],"{'Miro, Julia'}",['Autobiographical memory in epileptic patients after temporal lobe resection or bitemporal hippocampal sclerosis']
555,"Pitzalis, Sabrina","['Sulpizio, Valentina']",['10.1007/s00429-020-02112-8'],"{'Sulpizio, Valentina'}",['A common neural substrate for processing scenes and egomotion-compatible visual motion']
556,"Bastin, Christine","['Besson, Gabriel', 'Genon, Sarah']","['10.1016/j.cortex.2020.02.022', '10.1016/j.cortex.2013.06.009']","{'Besson, Gabriel', 'Genon, Sarah'}","['Familiarity for entities as a sensitive marker of antero-lateral entorhinal atrophy in amnestic mild cognitive impairment', ""Cognitive and neuroimaging evidence of impaired interaction between self and memory in Alzheimer's disease""]"
557,"Lee, Brian","['Del Campo-Vera, Roberto Martin']",['10.1088/1741-2552/ab937f'],"{'Del Campo-Vera, Roberto Martin'}",['Beta-band power modulation in the human hippocampus during a reaching task']
558,"Wagner, Anthony D.","['Brown, Thackery, I', 'van Kesteren, Marlieke T. R.', 'Gonzalez, Alex', 'Chen, Janice', 'LaRocque, Karen F.', 'Dudukovic, Nicole M.', 'Preston, Alison R.']","['10.1016/j.cub.2020.03.006', '10.3389/fnhum.2018.00486', '10.1073/pnas.1510749112', '10.1152/jn.00149.2015', '10.1523/JNEUROSCI.4293-12.2013', '10.1162/jocn.2010.21509', '10.1162/jocn.2009.21195']","{'Dudukovic, Nicole M.', 'van Kesteren, Marlieke T. R.', 'Gonzalez, Alex', 'Brown, Thackery, I', 'Preston, Alison R.', 'LaRocque, Karen F.', 'Chen, Janice'}","['Stress Disrupts Human Hippocampal-Prefrontal Function during Prospective Spatial Navigation and Hinders Flexible Behavior', 'Learned Spatial Schemas and Prospective Hippocampal Activity Support Navigation After One-Shot Learning', 'Electrocorticography reveals the temporal dynamics of posterior parietal cortical activity during recognition memory decisions', 'Prediction strength modulates responses in human area CA1 to sequence violations', 'Global Similarity and Pattern Separation in the Human Medial Temporal Lobe Predict Subsequent Memory', 'High-resolution fMRI Reveals Match Enhancement and Attentional Modulation in the Human Medial Temporal Lobe', 'High-resolution fMRI of Content-sensitive Subsequent Memory Responses in Human Medial Temporal Lobe']"
559,"Schuck, Nicolas W.","['Koch, Christoph']",['10.1016/j.neuropsychologia.2020.107379'],"{'Koch, Christoph'}",['Effects of aging on encoding of walking direction in the human brain']
560,"Piazza, Manuela","['Vigano, Simone']",['10.1523/JNEUROSCI.1849-19.2020'],"{'Vigano, Simone'}",['Distance and Direction Codes Underlie Navigation of a Novel Semantic Space in the Human Brain']
561,"Jacobson, Sandra W.","['Dodge, Neil C.']",['10.1111/acer.14310'],"{'Dodge, Neil C.'}",['Reduced Hippocampal Volumes Partially Mediate Effects of Prenatal Alcohol Exposure on Spatial Navigation on a Virtual Water Maze Task in Children']
562,"Ryan, Lee","['Lawrence, Ashley, V']",['10.1002/hipo.23203'],"{'Lawrence, Ashley, V'}",['Medial temporal lobe regions mediate complex visual discriminations for both objects and scenes: A process-based view']
563,"Levine, Brian","['Petrican, Raluca', 'Petrican, Raluca', 'Palombo, Daniela J.', 'Palombo, Daniela J.']","['10.1523/ENEURO.0531-19.2020', '10.1016/j.nicl.2019.101816', '10.1002/hipo.22818', '10.1016/j.neuropsychologia.2015.04.012']","{'Petrican, Raluca', 'Palombo, Daniela J.'}","['The Neural Dynamics of Individual Differences in Episodic Autobiographical Memory', 'Electroconvulsive therapy corrects the neural architecture of visuospatial memory: Implications for typical cognitive-affective functioning', 'Episodic autobiographical memory is associated with variation in the size of hippocampal subregions', 'Severely deficient autobiographical memory (SDAM) in healthy adults: A new mnemonic syndrome']"
564,"Westerhausen, Rene","['Roe, James M.']",['10.1093/cercor/bhz153'],"{'Roe, James M.'}",['Age-Related Differences in Functional Asymmetry During Memory Retrieval Revisited: No Evidence for Contralateral Overactivation or Compensation']
565,"Graham, Kim S.","['Hodgetts, Carl J.', 'Hodgetts, Carl J.']","['10.1016/j.cortex.2019.10.017', '10.7554/eLife.07902']","{'Hodgetts, Carl J.'}","['The role of the fornix in human navigational learning', 'Dissociable roles of the inferior longitudinal fasciculus and fornix in face and place perception']"
566,"Cabeza, Roberto","['Wing, Erik A.', 'Dew, Ilana T. Z.', 'Kim, Hongkeun', 'St. Jacques, Peggy', 'Tsukiura, Takashi']","['10.1523/JNEUROSCI.1766-19.2020', '10.1523/JNEUROSCI.1413-13.2013', '10.1016/j.neuroimage.2009.07.058', '10.1162/jocn.2008.20091', '10.1016/j.neuropsychologia.2008.03.013']","{'Wing, Erik A.', 'Dew, Ilana T. Z.', 'St. Jacques, Peggy', 'Tsukiura, Takashi', 'Kim, Hongkeun'}","['Cortical Overlap and Cortical-Hippocampal Interactions Predict Subsequent True and False Memory', 'A Broader View of Perirhinal Function: From Recognition Memory to Fluency-Based Decisions', 'Overlapping brain activity between episodic memory encoding and retrieval: Roles of the task-positive and task-negative networks', 'The short and long of it: Neural correlates of temporal-order memory for autobiographical events', 'Orbitofrontal and hippocampal contributions to memory for face-name associations: The rewarding power of a smile']"
567,"Ghetti, Simona","['Johnson, Elliott Gray']",['10.1016/j.infbeh.2020.101427'],"{'Johnson, Elliott Gray'}",['Neuroimaging the sleeping brain: Insight on memory functioning in infants and toddlers']
568,"Assaf, Yaniv","['Tavor, Ido']",['10.1002/hbm.24814'],"{'Tavor, Ido'}",['Short-term plasticity following motor sequence learning revealed by diffusion magnetic resonance imaging']
569,"Scholey, Andrew","['Peters, Riccarda']",['10.3389/fnagi.2020.00008'],"{'Peters, Riccarda'}",['Functional Connectivity of the Anterior and Posterior Hippocampus: Differential Effects of Glucose in Younger and Older Adults']
